"Date","Price","Open","High","Low","Vol.","Change %"
"30-01-2015","38,105","37,380","38,385","37,201","26.78K","2.20%"
"29-01-2015","37,286","39,350","39,350","37,166","41.50K","-5.54%"
"28-01-2015","39,472","39,332","39,649","39,307","15.35K","-0.15%"
"27-01-2015","39,530","39,468","39,790","39,083","19.65K","-1.25%"
"25-01-2015","40,029","40,029","40,029","40,029","","0.16%"
"23-01-2015","39,965","39,999","40,260","39,725","19.04K","-0.28%"
"22-01-2015","40,079","39,795","40,438","39,401","32.16K","0.39%"
"21-01-2015","39,923","39,772","40,580","39,565","38.61K","1.01%"
"20-01-2015","39,522","38,900","39,786","38,900","28.69K","1.27%"
"19-01-2015","39,028","38,967","39,279","38,872","16.00K","-0.18%"
"17-01-2015","39,098","39,098","39,098","39,098","","0.09%"
"16-01-2015","39,061","38,095","39,380","37,610","31.70K","3.00%"
"15-01-2015","37,922","37,601","38,389","37,076","37.80K","-0.02%"
"14-01-2015","37,930","37,900","38,100","37,025","30.06K","-0.60%"
"13-01-2015","38,158","37,240","38,290","37,240","29.69K","3.21%"
"12-01-2015","36,971","37,074","37,304","36,847","15.53K","0.37%"
"09-01-2015","36,833","36,820","37,199","36,530","21.89K","-0.33%"
"08-01-2015","36,954","37,612","37,613","36,850","21.32K","-2.14%"
"07-01-2015","37,762","37,550","37,930","37,211","21.02K","-0.40%"
"06-01-2015","37,914","37,166","38,136","37,052","25.88K","2.40%"
"05-01-2015","37,026","36,627","37,196","36,385","25.52K","2.18%"
"02-01-2015","36,235","36,498","36,820","35,698","27.85K","0.07%"
"01-01-2015","36,210","36,148","36,211","36,030","2.45K","0.61%"
"31-12-2014","35,990","37,205","37,324","35,858","21.33K","-3.65%"
"30-12-2014","37,352","36,568","37,746","36,422","24.64K","2.38%"
"29-12-2014","36,484","37,377","37,534","36,431","17.40K","-2.23%"
"26-12-2014","37,315","36,655","37,644","36,655","19.74K","2.39%"
"24-12-2014","36,445","36,360","36,599","36,319","9.14K","0.06%"
"23-12-2014","36,423","36,138","36,660","35,924","17.79K","0.74%"
"22-12-2014","36,155","36,918","37,150","35,830","18.14K","-2.13%"
"19-12-2014","36,940","36,453","37,030","36,452","16.18K","1.05%"
"18-12-2014","36,555","36,899","37,250","36,449","22.07K","-0.48%"
"17-12-2014","36,731","36,762","37,047","36,226","22.81K","0.01%"
"16-12-2014","36,727","38,191","38,595","36,162","47.99K","-4.14%"
"15-12-2014","38,315","38,583","38,889","38,198","18.48K","-1.01%"
"12-12-2014","38,707","38,784","38,899","38,460","16.12K","-0.04%"
"11-12-2014","38,722","38,668","38,990","38,330","19.01K","0.14%"
"10-12-2014","38,668","38,500","39,042","38,162","28.67K","0.38%"
"09-12-2014","38,521","36,797","38,730","36,711","35.29K","5.26%"
"08-12-2014","36,595","36,610","36,913","36,537","13.98K","1.01%"
"05-12-2014","36,230","36,250","36,400","35,760","0.15K","-0.76%"
"04-12-2014","36,507","36,300","36,657","36,081","0.35K","0.61%"
"03-12-2014","36,285","36,139","36,535","35,931","0.26K","0.35%"
"02-12-2014","36,158","36,200","36,587","35,600","1.03K","-1.54%"
"01-12-2014","36,723","33,146","36,950","32,626","6.31K","6.36%"
"28-11-2014","34,527","35,785","35,785","34,385","23.87K","-3.79%"
"27-11-2014","35,887","36,454","36,454","35,705","17.69K","-1.93%"
"26-11-2014","36,594","36,521","36,662","36,432","12.96K","0.20%"
"25-11-2014","36,520","36,350","36,776","36,350","29.17K","0.76%"
"24-11-2014","36,245","36,138","36,366","36,000","18.14K","0.46%"
"21-11-2014","36,080","35,901","36,529","35,703","32.89K","0.73%"
"20-11-2014","35,819","35,920","36,150","35,632","24.79K","-1.52%"
"19-11-2014","36,372","35,790","36,660","35,341","37.72K","1.59%"
"18-11-2014","35,804","35,661","36,380","35,661","29.11K","0.49%"
"17-11-2014","35,629","35,981","36,284","35,520","30.09K","-1.44%"
"16-11-2014","36,150","36,150","36,150","36,150","","0.33%"
"14-11-2014","36,032","34,568","36,266","33,938","50.60K","3.82%"
"13-11-2014","34,707","34,745","34,990","34,581","22.69K","0.03%"
"12-11-2014","34,695","34,758","34,955","34,514","21.02K","-0.32%"
"11-11-2014","34,805","34,455","34,940","34,287","26.29K","0.17%"
"10-11-2014","34,745","35,173","35,190","34,537","22.57K","-0.15%"
"07-11-2014","34,796","34,100","35,142","33,491","47.82K","1.53%"
"06-11-2014","34,271","34,120","34,350","33,901","18.01K","-0.41%"
"05-11-2014","34,412","35,227","35,227","33,730","53.32K","-3.05%"
"04-11-2014","35,495","35,789","35,810","35,340","13.27K","-1.24%"
"03-11-2014","35,942","35,565","36,125","35,290","23.71K","0.41%"
"31-10-2014","35,797","36,381","36,431","35,123","45.95K","-2.12%"
"30-10-2014","36,574","38,125","38,130","36,310","43.09K","-4.44%"
"29-10-2014","38,273","38,155","38,326","37,968","14.95K","0.38%"
"28-10-2014","38,129","38,135","38,467","38,106","17.74K","-0.04%"
"27-10-2014","38,145","38,070","38,210","37,935","13.59K","0.19%"
"24-10-2014","38,074","38,050","38,399","38,014","9.23K","0.15%"
"23-10-2014","38,016","38,133","38,170","37,988","5.13K","-0.51%"
"22-10-2014","38,209","38,674","38,719","38,070","21.43K","-1.44%"
"21-10-2014","38,767","38,600","38,975","38,540","21.79K","0.61%"
"20-10-2014","38,533","38,410","38,823","38,410","17.24K","0.35%"
"17-10-2014","38,399","38,750","38,882","38,362","19.77K","-1.22%"
"16-10-2014","38,872","38,912","39,180","38,610","29.11K","0.27%"
"14-10-2014","38,767","38,480","39,018","38,480","24.15K","1.12%"
"13-10-2014","38,336","38,730","39,039","38,280","22.46K","-0.46%"
"10-10-2014","38,512","38,413","38,639","38,270","19.99K","-0.27%"
"09-10-2014","38,615","38,350","39,099","38,350","30.84K","1.04%"
"08-10-2014","38,217","38,362","38,875","38,164","25.88K","-0.38%"
"07-10-2014","38,363","38,596","39,144","38,130","30.09K","-0.32%"
"06-10-2014","38,488","38,019","38,600","37,941","12.68K","1.70%"
"05-10-2014","37,845","37,845","37,845","37,845","","-0.11%"
"03-10-2014","37,888","38,555","38,555","37,211","18.09K","-2.10%"
"01-10-2014","38,702","38,260","39,083","38,146","27.21K","0.48%"
"30-09-2014","38,516","39,337","39,345","38,112","38.41K","-2.13%"
"29-09-2014","39,354","39,100","39,478","39,036","15.28K","0.46%"
"27-09-2014","39,172","39,172","39,172","39,172","","0.01%"
"26-09-2014","39,169","39,350","39,633","39,000","20.32K","-0.16%"
"25-09-2014","39,230","39,090","39,434","38,722","28.79K","-0.09%"
"24-09-2014","39,265","39,472","39,692","38,964","24.58K","-0.62%"
"23-09-2014","39,511","39,400","39,894","39,110","22.43K","-0.16%"
"22-09-2014","39,573","39,348","39,677","38,831","27.95K","-0.13%"
"19-09-2014","39,626","40,910","40,964","39,525","27.33K","-3.20%"
"18-09-2014","40,934","41,201","41,201","40,600","21.23K","-1.06%"
"17-09-2014","41,374","41,497","41,530","41,204","11.31K","-0.25%"
"16-09-2014","41,479","41,469","41,774","41,330","18.38K","0.19%"
"15-09-2014","41,400","41,400","41,575","41,213","13.39K","0.18%"
"13-09-2014","41,325","41,325","41,325","41,325","","0.04%"
"12-09-2014","41,309","41,180","41,398","41,011","16.96K","0.09%"
"11-09-2014","41,270","41,941","41,975","41,226","20.03K","-1.64%"
"10-09-2014","41,956","42,090","42,274","41,875","12.67K","0.01%"
"09-09-2014","41,951","41,866","42,099","41,784","12.78K","0.35%"
"08-09-2014","41,804","42,070","42,376","41,640","14.35K","1.18%"
"05-09-2014","41,315","41,650","41,836","41,294","0.04K","-0.41%"
"04-09-2014","41,485","41,919","41,990","41,380","0.09K","-0.74%"
"03-09-2014","41,793","41,689","42,500","41,430","0.27K","0.42%"
"02-09-2014","41,617","42,079","42,221","41,515","0.46K","-0.92%"
"01-09-2014","42,004","42,200","42,288","41,954","2.42K","-0.59%"
"29-08-2014","42,255","42,282","42,471","42,146","7.18K","-0.35%"
"28-08-2014","42,405","42,050","42,930","42,050","22.12K","1.13%"
"27-08-2014","41,933","42,018","42,150","41,801","12.84K","-0.12%"
"26-08-2014","41,985","42,003","42,475","41,940","16.73K","0.15%"
"25-08-2014","41,921","41,954","42,189","41,812","10.82K","-0.08%"
"22-08-2014","41,955","42,150","42,340","41,780","15.18K","-0.30%"
"21-08-2014","42,080","42,288","42,288","41,883","14.52K","-0.62%"
"20-08-2014","42,341","42,350","42,494","42,165","12.01K","0.24%"
"19-08-2014","42,240","42,720","42,775","42,111","14.99K","-1.00%"
"18-08-2014","42,667","43,050","43,050","42,507","11.05K","-1.38%"
"14-08-2014","43,263","43,429","43,500","43,070","15.87K","-0.12%"
"13-08-2014","43,317","43,719","43,875","43,091","18.63K","-0.90%"
"12-08-2014","43,712","43,719","44,050","43,555","13.63K","-0.31%"
"11-08-2014","43,847","43,515","43,908","43,414","9.87K","0.64%"
"10-08-2014","43,570","43,570","43,570","43,570","","-0.02%"
"08-08-2014","43,580","44,100","44,308","43,472","18.64K","-0.53%"
"07-08-2014","43,814","43,966","44,125","43,628","15.66K","-0.24%"
"06-08-2014","43,920","43,498","44,183","43,492","18.68K","1.24%"
"05-08-2014","43,381","44,005","44,150","43,266","19.54K","-1.68%"
"04-08-2014","44,121","44,427","44,640","44,088","12.28K","-0.69%"
"01-08-2014","44,427","44,393","44,750","44,309","16.71K","0.06%"
"31-07-2014","44,399","44,355","44,800","44,272","17.74K","-0.18%"
"30-07-2014","44,480","44,336","44,533","44,076","12.70K","0.48%"
"29-07-2014","44,269","44,330","44,650","44,140","10.62K","0.22%"
"28-07-2014","44,172","44,390","44,534","44,065","13.65K","-0.24%"
"27-07-2014","44,280","44,280","44,280","44,280","","0.00%"
"25-07-2014","44,281","43,964","44,337","43,875","14.82K","1.13%"
"24-07-2014","43,786","44,700","44,950","43,728","23.59K","-2.54%"
"23-07-2014","44,928","45,100","45,166","44,878","11.26K","-0.37%"
"22-07-2014","45,097","45,001","45,300","44,734","20.02K","-0.17%"
"21-07-2014","45,174","45,011","45,535","44,975","14.57K","0.62%"
"20-07-2014","44,895","44,895","44,895","44,895","","-0.08%"
"18-07-2014","44,931","45,551","45,571","44,761","16.32K","-1.42%"
"17-07-2014","45,579","44,700","45,838","44,642","23.04K","2.25%"
"16-07-2014","44,577","44,729","44,787","44,371","17.56K","-0.62%"
"15-07-2014","44,854","45,098","45,271","44,601","19.66K","-0.13%"
"14-07-2014","44,912","45,851","45,851","44,885","22.79K","-2.40%"
"13-07-2014","46,015","46,015","46,015","46,015","","0.00%"
"12-07-2014","46,015","46,015","46,015","46,015","","-0.12%"
"11-07-2014","46,068","46,400","46,400","45,921","12.10K","-0.38%"
"10-07-2014","46,242","44,900","46,395","44,840","31.73K","3.25%"
"09-07-2014","44,787","44,895","45,096","44,735","11.60K","-0.08%"
"08-07-2014","44,823","44,792","45,127","44,661","16.09K","0.10%"
"07-07-2014","44,780","44,950","44,950","44,576","12.32K","-0.61%"
"06-07-2014","45,056","45,056","45,056","45,056","","0.96%"
"04-07-2014","44,627","44,490","44,750","44,302","0.09K","0.76%"
"03-07-2014","44,291","44,187","44,599","44,121","0.14K","-0.95%"
"02-07-2014","44,715","44,356","44,900","44,000","0.65K","0.94%"
"01-07-2014","44,298","44,315","44,768","44,236","3.13K","0.42%"
"30-06-2014","44,114","44,470","44,470","43,922","14.88K","-0.93%"
"27-06-2014","44,529","44,758","44,839","44,422","17.29K","-0.24%"
"26-06-2014","44,636","44,565","44,776","44,173","20.55K","-0.04%"
"25-06-2014","44,653","44,384","44,820","44,114","20.19K","0.36%"
"24-06-2014","44,494","44,311","44,970","44,216","21.65K","0.11%"
"23-06-2014","44,445","44,400","44,629","44,240","16.94K","-0.28%"
"20-06-2014","44,570","44,413","44,840","43,981","29.90K","0.58%"
"19-06-2014","44,311","42,350","44,539","42,350","34.42K","4.51%"
"18-06-2014","42,398","42,252","42,570","42,128","15.97K","0.06%"
"17-06-2014","42,374","42,097","42,448","41,766","19.89K","0.40%"
"16-06-2014","42,204","41,999","42,497","41,999","18.78K","0.79%"
"13-06-2014","41,875","41,311","41,900","41,305","17.39K","1.51%"
"12-06-2014","41,251","40,630","41,298","40,486","22.33K","1.59%"
"11-06-2014","40,606","40,550","40,840","40,475","14.28K","0.25%"
"10-06-2014","40,506","40,297","40,583","40,113","16.46K","0.52%"
"09-06-2014","40,297","39,980","40,370","39,980","12.44K","0.75%"
"06-06-2014","39,997","40,113","40,398","39,828","18.27K","-0.71%"
"05-06-2014","40,282","39,830","40,470","39,615","22.74K","1.14%"
"04-06-2014","39,827","39,899","39,953","39,708","13.03K","0.14%"
"03-06-2014","39,773","39,633","40,049","39,633","18.36K","0.37%"
"02-06-2014","39,626","39,657","39,859","39,465","18.61K","0.10%"
"30-05-2014","39,586","39,935","40,190","39,517","23.23K","-1.08%"
"29-05-2014","40,019","40,110","40,162","39,604","25.36K","-0.46%"
"28-05-2014","40,202","40,440","40,590","40,000","20.24K","-0.40%"
"27-05-2014","40,365","41,160","41,160","40,212","25.21K","-1.99%"
"26-05-2014","41,183","40,861","41,230","40,780","10.47K","0.95%"
"23-05-2014","40,797","40,926","41,054","40,575","18.72K","-0.44%"
"22-05-2014","40,976","41,000","41,454","40,833","24.36K","0.20%"
"21-05-2014","40,896","41,095","41,347","40,818","19.08K","-0.33%"
"20-05-2014","41,030","40,902","41,127","40,715","19.41K","0.40%"
"19-05-2014","40,866","41,030","41,445","40,780","19.80K","-0.07%"
"16-05-2014","40,894","41,625","41,625","40,854","18.19K","-1.97%"
"15-05-2014","41,717","42,348","42,348","41,575","21.16K","-1.49%"
"14-05-2014","42,348","42,149","42,750","42,149","13.31K","1.11%"
"13-05-2014","41,884","41,980","42,200","41,750","16.00K","-0.48%"
"12-05-2014","42,086","41,469","42,385","41,393","20.51K","1.53%"
"09-05-2014","41,453","41,618","41,895","41,318","16.02K","-0.32%"
"08-05-2014","41,587","41,900","42,098","41,537","18.94K","-0.81%"
"07-05-2014","41,928","42,596","42,869","41,870","24.59K","-1.51%"
"06-05-2014","42,571","42,527","42,818","42,489","15.82K","1.45%"
"05-05-2014","41,961","42,012","42,495","41,835","0.22K","-0.29%"
"02-05-2014","42,083","40,940","42,265","40,900","0.79K","2.88%"
"01-05-2014","40,906","41,023","41,270","40,514","3.64K","-1.02%"
"30-04-2014","41,329","41,889","41,889","41,161","25.31K","-1.51%"
"29-04-2014","41,962","42,302","42,349","41,810","19.11K","-1.19%"
"28-04-2014","42,468","42,746","42,746","42,301","17.36K","-0.26%"
"27-04-2014","42,577","42,577","42,577","42,577","","-0.07%"
"25-04-2014","42,607","42,615","42,890","42,381","22.28K","0.29%"
"23-04-2014","42,482","42,335","42,660","42,335","14.09K","0.58%"
"22-04-2014","42,236","42,002","42,470","41,943","18.47K","0.50%"
"21-04-2014","42,027","42,250","42,250","41,760","16.27K","-0.83%"
"17-04-2014","42,377","42,336","42,570","42,166","17.55K","-0.09%"
"16-04-2014","42,416","42,259","42,757","41,761","24.43K","0.30%"
"15-04-2014","42,289","43,050","43,060","41,526","34.28K","-2.17%"
"14-04-2014","43,229","43,040","43,365","42,803","11.55K","0.12%"
"11-04-2014","43,177","43,405","43,418","43,016","16.19K","-0.71%"
"10-04-2014","43,486","42,817","43,840","42,817","26.80K","1.90%"
"09-04-2014","42,675","43,201","43,281","42,301","20.51K","-1.21%"
"08-04-2014","43,198","43,300","43,430","43,165","8.33K","0.27%"
"07-04-2014","43,080","42,970","43,224","42,770","16.61K","0.30%"
"05-04-2014","42,951","42,951","42,951","42,951","","-0.04%"
"04-04-2014","42,969","43,108","43,440","42,925","23.78K","-0.12%"
"03-04-2014","43,021","43,091","43,435","42,722","21.05K","-0.26%"
"02-04-2014","43,135","42,550","43,379","42,528","20.85K","1.28%"
"01-04-2014","42,588","42,743","43,000","42,551","14.76K","-0.51%"
"31-03-2014","42,805","42,701","43,330","42,701","18.48K","0.11%"
"28-03-2014","42,759","42,906","43,180","42,411","21.21K","-0.31%"
"27-03-2014","42,891","43,109","43,136","42,559","24.94K","-0.36%"
"26-03-2014","43,046","43,528","43,750","42,870","22.13K","-1.06%"
"25-03-2014","43,508","43,899","44,163","43,451","23.24K","-1.00%"
"24-03-2014","43,949","44,510","44,510","43,900","20.66K","-1.57%"
"21-03-2014","44,651","44,871","45,330","44,600","21.62K","-0.76%"
"20-03-2014","44,992","45,729","45,729","44,720","28.65K","-1.49%"
"19-03-2014","45,673","45,990","46,049","45,227","28.94K","-0.36%"
"18-03-2014","45,840","46,600","46,600","45,555","25.86K","-1.93%"
"17-03-2014","46,741","46,999","47,071","46,583","8.39K","-0.73%"
"14-03-2014","47,084","46,881","47,877","46,723","31.05K","0.75%"
"13-03-2014","46,734","46,829","47,071","46,411","24.49K","-0.08%"
"12-03-2014","46,771","46,050","46,970","45,921","27.52K","1.90%"
"11-03-2014","45,897","45,868","46,786","45,522","30.75K","-0.17%"
"10-03-2014","45,973","45,880","46,200","45,570","19.42K","-0.50%"
"07-03-2014","46,205","47,134","47,424","45,835","29.87K","-2.10%"
"06-03-2014","47,194","46,953","47,360","46,436","21.91K","1.31%"
"05-03-2014","46,583","46,511","46,999","46,136","0.18K","0.06%"
"04-03-2014","46,557","46,992","47,188","46,278","0.66K","-1.33%"
"03-03-2014","47,186","46,362","47,385","46,362","2.70K","1.78%"
"28-02-2014","46,362","46,388","46,740","46,255","18.17K","-0.31%"
"27-02-2014","46,505","46,804","46,924","46,289","11.43K","-0.29%"
"26-02-2014","46,642","47,851","47,942","46,202","29.83K","-2.46%"
"25-02-2014","47,817","47,850","47,977","47,362","21.52K","-0.35%"
"24-02-2014","47,985","47,310","48,343","47,162","24.30K","1.09%"
"21-02-2014","47,467","47,380","47,683","47,250","15.41K","-0.04%"
"20-02-2014","47,486","47,592","47,670","47,151","20.33K","-0.63%"
"19-02-2014","47,787","47,900","48,022","47,381","23.51K","-0.49%"
"18-02-2014","48,023","47,499","48,090","46,932","33.47K","0.60%"
"17-02-2014","47,735","47,492","47,931","47,050","29.85K","2.41%"
"14-02-2014","46,613","44,999","46,717","44,999","32.01K","3.76%"
"13-02-2014","44,922","44,775","44,990","44,618","15.29K","0.19%"
"12-02-2014","44,839","44,558","44,899","44,523","14.37K","0.31%"
"11-02-2014","44,700","44,780","44,920","44,411","23.57K","0.07%"
"10-02-2014","44,670","44,544","45,018","44,487","18.96K","0.68%"
"07-02-2014","44,369","44,401","44,700","44,160","22.08K","-0.10%"
"06-02-2014","44,413","44,505","45,020","44,280","26.24K","0.05%"
"05-02-2014","44,392","43,772","45,223","43,772","35.40K","1.92%"
"04-02-2014","43,557","43,717","43,913","43,405","22.22K","-0.69%"
"03-02-2014","43,858","43,250","44,150","42,928","25.65K","1.27%"
"31-01-2014","43,309","43,269","44,033","43,185","28.68K","0.21%"
"30-01-2014","43,220","44,326","44,450","43,080","36.37K","-2.67%"
"29-01-2014","44,405","44,100","45,074","43,844","33.44K","0.53%"
"28-01-2014","44,169","45,025","45,025","44,127","24.49K","-2.31%"
"27-01-2014","45,214","44,880","45,439","44,810","20.86K","1.17%"
"24-01-2014","44,691","44,864","45,649","44,622","29.32K","-0.49%"
"23-01-2014","44,910","44,230","45,180","44,112","30.12K","1.29%"
"22-01-2014","44,338","44,558","44,596","44,200","14.51K","-0.32%"
"21-01-2014","44,480","44,900","44,918","44,140","26.52K","-1.21%"
"20-01-2014","45,024","45,084","45,265","44,955","11.53K","-0.25%"
